,model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
4850,knn,moons,0.3,1000,5,1,1.0,0.94,0.06000000000000005
4851,knn,moons,0.3,1000,5,3,0.93,0.95,-0.019999999999999907
4852,knn,moons,0.3,1000,5,5,0.9211111111111111,0.93,-0.008888888888888946
4853,knn,moons,0.3,1000,5,11,0.9133333333333333,0.95,-0.036666666666666625
4854,knn,moons,0.3,1000,5,21,0.9122222222222223,0.95,-0.03777777777777769
4855,knn,moons,0.3,1000,5,31,0.9122222222222223,0.94,-0.02777777777777768
4856,knn,moons,0.3,1000,5,41,0.91,0.94,-0.029999999999999916
4857,knn,moons,0.3,1000,5,51,0.9111111111111111,0.95,-0.03888888888888886
4858,knn,moons,0.3,1000,5,53,0.91,0.95,-0.039999999999999925
4859,knn,moons,0.3,1000,5,55,0.91,0.95,-0.039999999999999925
4860,knn,moons,0.3,1000,6,1,1.0,0.81,0.18999999999999995
4861,knn,moons,0.3,1000,6,3,0.9422222222222222,0.89,0.05222222222222217
4862,knn,moons,0.3,1000,6,5,0.9244444444444444,0.88,0.0444444444444444
4863,knn,moons,0.3,1000,6,11,0.9222222222222223,0.9,0.022222222222222254
4864,knn,moons,0.3,1000,6,21,0.9144444444444444,0.93,-0.015555555555555656
4865,knn,moons,0.3,1000,6,31,0.9133333333333333,0.93,-0.01666666666666672
4866,knn,moons,0.3,1000,6,41,0.9133333333333333,0.93,-0.01666666666666672
4867,knn,moons,0.3,1000,6,51,0.9088888888888889,0.92,-0.011111111111111183
4868,knn,moons,0.3,1000,6,53,0.9111111111111111,0.92,-0.008888888888888946
4869,knn,moons,0.3,1000,6,55,0.91,0.92,-0.010000000000000009
4870,knn,moons,0.3,1000,7,1,1.0,0.86,0.14
4871,knn,moons,0.3,1000,7,3,0.9377777777777778,0.85,0.08777777777777784
4872,knn,moons,0.3,1000,7,5,0.9311111111111111,0.9,0.03111111111111109
4873,knn,moons,0.3,1000,7,11,0.9222222222222223,0.9,0.022222222222222254
4874,knn,moons,0.3,1000,7,21,0.9188888888888889,0.9,0.018888888888888844
4875,knn,moons,0.3,1000,7,31,0.9166666666666666,0.9,0.016666666666666607
4876,knn,moons,0.3,1000,7,41,0.9166666666666666,0.9,0.016666666666666607
4877,knn,moons,0.3,1000,7,51,0.9144444444444444,0.89,0.02444444444444438
4878,knn,moons,0.3,1000,7,53,0.9155555555555556,0.89,0.025555555555555554
4879,knn,moons,0.3,1000,7,55,0.9133333333333333,0.9,0.013333333333333308
4880,knn,moons,0.3,1000,8,1,1.0,0.86,0.14
4881,knn,moons,0.3,1000,8,3,0.9355555555555556,0.88,0.05555555555555558
4882,knn,moons,0.3,1000,8,5,0.9244444444444444,0.88,0.0444444444444444
4883,knn,moons,0.3,1000,8,11,0.9244444444444444,0.92,0.004444444444444362
4884,knn,moons,0.3,1000,8,21,0.9188888888888889,0.92,-0.0011111111111111738
4885,knn,moons,0.3,1000,8,31,0.9144444444444444,0.92,-0.005555555555555647
4886,knn,moons,0.3,1000,8,41,0.9122222222222223,0.92,-0.007777777777777772
4887,knn,moons,0.3,1000,8,51,0.9111111111111111,0.92,-0.008888888888888946
4888,knn,moons,0.3,1000,8,53,0.91,0.91,0.0
4889,knn,moons,0.3,1000,8,55,0.9088888888888889,0.91,-0.0011111111111111738
4890,knn,moons,0.3,1000,9,1,1.0,0.82,0.18000000000000005
4891,knn,moons,0.3,1000,9,3,0.94,0.86,0.07999999999999996
4892,knn,moons,0.3,1000,9,5,0.93,0.86,0.07000000000000006
4893,knn,moons,0.3,1000,9,11,0.9211111111111111,0.88,0.0411111111111111
4894,knn,moons,0.3,1000,9,21,0.9244444444444444,0.87,0.054444444444444406
4895,knn,moons,0.3,1000,9,31,0.9177777777777778,0.86,0.05777777777777782
4896,knn,moons,0.3,1000,9,41,0.9166666666666666,0.86,0.05666666666666664
4897,knn,moons,0.3,1000,9,51,0.9155555555555556,0.88,0.03555555555555556
4898,knn,moons,0.3,1000,9,53,0.9155555555555556,0.87,0.04555555555555557
4899,knn,moons,0.3,1000,9,55,0.9166666666666666,0.87,0.046666666666666634
4900,knn,moons,0.3,10000,0,1,1.0,0.88,0.12
4901,knn,moons,0.3,10000,0,3,0.9365555555555556,0.887,0.049555555555555575
4902,knn,moons,0.3,10000,0,5,0.9273333333333333,0.905,0.022333333333333316
4903,knn,moons,0.3,10000,0,11,0.9194444444444444,0.908,0.011444444444444368
4904,knn,moons,0.3,10000,0,21,0.9165555555555556,0.908,0.008555555555555538
4905,knn,moons,0.3,10000,0,31,0.9156666666666666,0.91,0.005666666666666598
4906,knn,moons,0.3,10000,0,41,0.917,0.91,0.007000000000000006
4907,knn,moons,0.3,10000,0,51,0.9176666666666666,0.909,0.0086666666666666
4908,knn,moons,0.3,10000,0,53,0.9172222222222223,0.909,0.008222222222222242
4909,knn,moons,0.3,10000,0,55,0.9165555555555556,0.908,0.008555555555555538
4910,knn,moons,0.3,10000,1,1,1.0,0.868,0.132
4911,knn,moons,0.3,10000,1,3,0.9374444444444444,0.893,0.0444444444444444
4912,knn,moons,0.3,10000,1,5,0.9247777777777778,0.906,0.018777777777777782
4913,knn,moons,0.3,10000,1,11,0.9195555555555556,0.914,0.005555555555555536
4914,knn,moons,0.3,10000,1,21,0.9152222222222223,0.915,0.00022222222222223476
4915,knn,moons,0.3,10000,1,31,0.9157777777777778,0.914,0.001777777777777767
4916,knn,moons,0.3,10000,1,41,0.9166666666666666,0.915,0.0016666666666665941
4917,knn,moons,0.3,10000,1,51,0.9166666666666666,0.914,0.002666666666666595
4918,knn,moons,0.3,10000,1,53,0.9161111111111111,0.912,0.004111111111111065
4919,knn,moons,0.3,10000,1,55,0.9158888888888889,0.913,0.0028888888888888298
4920,knn,moons,0.3,10000,2,1,1.0,0.874,0.126
4921,knn,moons,0.3,10000,2,3,0.9377777777777778,0.884,0.05377777777777781
4922,knn,moons,0.3,10000,2,5,0.9267777777777778,0.897,0.029777777777777792
4923,knn,moons,0.3,10000,2,11,0.9205555555555556,0.894,0.026555555555555554
4924,knn,moons,0.3,10000,2,21,0.9177777777777778,0.899,0.018777777777777782
4925,knn,moons,0.3,10000,2,31,0.9165555555555556,0.903,0.013555555555555543
4926,knn,moons,0.3,10000,2,41,0.9172222222222223,0.903,0.014222222222222247
4927,knn,moons,0.3,10000,2,51,0.9165555555555556,0.903,0.013555555555555543
4928,knn,moons,0.3,10000,2,53,0.9167777777777778,0.905,0.011777777777777776
4929,knn,moons,0.3,10000,2,55,0.9167777777777778,0.906,0.010777777777777775
4930,knn,moons,0.3,10000,3,1,1.0,0.876,0.124
4931,knn,moons,0.3,10000,3,3,0.9374444444444444,0.899,0.03844444444444439
4932,knn,moons,0.3,10000,3,5,0.9245555555555556,0.903,0.02155555555555555
4933,knn,moons,0.3,10000,3,11,0.9191111111111111,0.916,0.0031111111111110645
4934,knn,moons,0.3,10000,3,21,0.9146666666666666,0.92,-0.005333333333333412
4935,knn,moons,0.3,10000,3,31,0.9151111111111111,0.921,-0.0058888888888889435
4936,knn,moons,0.3,10000,3,41,0.9162222222222223,0.919,-0.002777777777777768
4937,knn,moons,0.3,10000,3,51,0.9158888888888889,0.916,-0.00011111111111117289
4938,knn,moons,0.3,10000,3,53,0.9157777777777778,0.915,0.0007777777777777661
4939,knn,moons,0.3,10000,3,55,0.9154444444444444,0.917,-0.0015555555555556433
4940,knn,moons,0.3,10000,4,1,1.0,0.877,0.123
4941,knn,moons,0.3,10000,4,3,0.9356666666666666,0.891,0.04466666666666663
4942,knn,moons,0.3,10000,4,5,0.9248888888888889,0.899,0.02588888888888885
4943,knn,moons,0.3,10000,4,11,0.9196666666666666,0.908,0.011666666666666603
4944,knn,moons,0.3,10000,4,21,0.9153333333333333,0.908,0.007333333333333303
4945,knn,moons,0.3,10000,4,31,0.9156666666666666,0.91,0.005666666666666598
4946,knn,moons,0.3,10000,4,41,0.9162222222222223,0.92,-0.003777777777777769
4947,knn,moons,0.3,10000,4,51,0.9151111111111111,0.918,-0.002888888888888941
4948,knn,moons,0.3,10000,4,53,0.9151111111111111,0.918,-0.002888888888888941
4949,knn,moons,0.3,10000,4,55,0.9157777777777778,0.918,-0.0022222222222222365
4950,knn,moons,0.3,10000,5,1,1.0,0.884,0.11599999999999999
4951,knn,moons,0.3,10000,5,3,0.9374444444444444,0.884,0.053444444444444406
4952,knn,moons,0.3,10000,5,5,0.9256666666666666,0.899,0.026666666666666616
4953,knn,moons,0.3,10000,5,11,0.9188888888888889,0.906,0.012888888888888839
4954,knn,moons,0.3,10000,5,21,0.9162222222222223,0.91,0.00622222222222224
4955,knn,moons,0.3,10000,5,31,0.9153333333333333,0.915,0.0003333333333332966
4956,knn,moons,0.3,10000,5,41,0.9158888888888889,0.918,-0.0021111111111111747
4957,knn,moons,0.3,10000,5,51,0.9146666666666666,0.916,-0.0013333333333334085
4958,knn,moons,0.3,10000,5,53,0.9145555555555556,0.915,-0.0004444444444444695
4959,knn,moons,0.3,10000,5,55,0.9151111111111111,0.915,0.00011111111111106187
4960,knn,moons,0.3,10000,6,1,1.0,0.886,0.11399999999999999
4961,knn,moons,0.3,10000,6,3,0.9372222222222222,0.906,0.03122222222222215
4962,knn,moons,0.3,10000,6,5,0.9265555555555556,0.906,0.02055555555555555
4963,knn,moons,0.3,10000,6,11,0.9192222222222223,0.911,0.008222222222222242
4964,knn,moons,0.3,10000,6,21,0.9138888888888889,0.911,0.0028888888888888298
4965,knn,moons,0.3,10000,6,31,0.916,0.912,0.0040000000000000036
4966,knn,moons,0.3,10000,6,41,0.916,0.911,0.0050000000000000044
4967,knn,moons,0.3,10000,6,51,0.9158888888888889,0.914,0.0018888888888888289
4968,knn,moons,0.3,10000,6,53,0.9158888888888889,0.913,0.0028888888888888298
4969,knn,moons,0.3,10000,6,55,0.9158888888888889,0.914,0.0018888888888888289
4970,knn,moons,0.3,10000,7,1,1.0,0.872,0.128
4971,knn,moons,0.3,10000,7,3,0.9378888888888889,0.899,0.03888888888888886
4972,knn,moons,0.3,10000,7,5,0.9247777777777778,0.914,0.010777777777777775
4973,knn,moons,0.3,10000,7,11,0.9193333333333333,0.912,0.007333333333333303
4974,knn,moons,0.3,10000,7,21,0.9152222222222223,0.916,-0.0007777777777777661
4975,knn,moons,0.3,10000,7,31,0.9164444444444444,0.916,0.0004444444444443585
4976,knn,moons,0.3,10000,7,41,0.9165555555555556,0.92,-0.003444444444444472
4977,knn,moons,0.3,10000,7,51,0.9148888888888889,0.919,-0.0041111111111111764
4978,knn,moons,0.3,10000,7,53,0.9154444444444444,0.92,-0.004555555555555646
4979,knn,moons,0.3,10000,7,55,0.9153333333333333,0.919,-0.003666666666666707
4980,knn,moons,0.3,10000,8,1,1.0,0.876,0.124
4981,knn,moons,0.3,10000,8,3,0.9374444444444444,0.9,0.03744444444444439
4982,knn,moons,0.3,10000,8,5,0.926,0.9,0.026000000000000023
4983,knn,moons,0.3,10000,8,11,0.9181111111111111,0.907,0.011111111111111072
4984,knn,moons,0.3,10000,8,21,0.9143333333333333,0.919,-0.004666666666666708
4985,knn,moons,0.3,10000,8,31,0.914,0.918,-0.0040000000000000036
4986,knn,moons,0.3,10000,8,41,0.9163333333333333,0.923,-0.00666666666666671
4987,knn,moons,0.3,10000,8,51,0.9151111111111111,0.923,-0.007888888888888945
4988,knn,moons,0.3,10000,8,53,0.9153333333333333,0.924,-0.008666666666666711
4989,knn,moons,0.3,10000,8,55,0.9146666666666666,0.924,-0.009333333333333416
4990,knn,moons,0.3,10000,9,1,1.0,0.878,0.122
4991,knn,moons,0.3,10000,9,3,0.9362222222222222,0.899,0.03722222222222216
4992,knn,moons,0.3,10000,9,5,0.9255555555555556,0.904,0.02155555555555555
4993,knn,moons,0.3,10000,9,11,0.9197777777777778,0.901,0.018777777777777782
4994,knn,moons,0.3,10000,9,21,0.9165555555555556,0.906,0.01055555555555554
4995,knn,moons,0.3,10000,9,31,0.9175555555555556,0.902,0.015555555555555545
4996,knn,moons,0.3,10000,9,41,0.9175555555555556,0.904,0.013555555555555543
4997,knn,moons,0.3,10000,9,51,0.9175555555555556,0.904,0.013555555555555543
4998,knn,moons,0.3,10000,9,53,0.9175555555555556,0.904,0.013555555555555543
4999,knn,moons,0.3,10000,9,55,0.9177777777777778,0.904,0.013777777777777778
5000,knn,moons,0.4,10,0,1,1.0,0.0,1.0
5001,knn,moons,0.4,10,0,3,1.0,0.0,1.0
5002,knn,moons,0.4,10,0,5,0.7777777777777778,0.0,0.7777777777777778
5003,knn,moons,0.4,10,0,11,0.6666666666666666,1.0,-0.33333333333333337
5004,knn,moons,0.4,10,0,21,0.6666666666666666,1.0,-0.33333333333333337
5005,knn,moons,0.4,10,0,31,0.6666666666666666,1.0,-0.33333333333333337
5006,knn,moons,0.4,10,0,41,0.6666666666666666,1.0,-0.33333333333333337
5007,knn,moons,0.4,10,0,51,0.6666666666666666,1.0,-0.33333333333333337
5008,knn,moons,0.4,10,0,53,0.6666666666666666,1.0,-0.33333333333333337
5009,knn,moons,0.4,10,0,55,0.6666666666666666,1.0,-0.33333333333333337
5010,knn,moons,0.4,10,1,1,1.0,0.0,1.0
5011,knn,moons,0.4,10,1,3,0.8888888888888888,1.0,-0.11111111111111116
5012,knn,moons,0.4,10,1,5,0.6666666666666666,1.0,-0.33333333333333337
5013,knn,moons,0.4,10,1,11,0.6666666666666666,1.0,-0.33333333333333337
5014,knn,moons,0.4,10,1,21,0.6666666666666666,1.0,-0.33333333333333337
5015,knn,moons,0.4,10,1,31,0.6666666666666666,1.0,-0.33333333333333337
5016,knn,moons,0.4,10,1,41,0.6666666666666666,1.0,-0.33333333333333337
5017,knn,moons,0.4,10,1,51,0.6666666666666666,1.0,-0.33333333333333337
5018,knn,moons,0.4,10,1,53,0.6666666666666666,1.0,-0.33333333333333337
5019,knn,moons,0.4,10,1,55,0.6666666666666666,1.0,-0.33333333333333337
5020,knn,moons,0.4,10,2,1,1.0,0.0,1.0
5021,knn,moons,0.4,10,2,3,0.7777777777777778,0.0,0.7777777777777778
5022,knn,moons,0.4,10,2,5,0.7777777777777778,0.0,0.7777777777777778
5023,knn,moons,0.4,10,2,11,0.7777777777777778,0.0,0.7777777777777778
5024,knn,moons,0.4,10,2,21,0.7777777777777778,0.0,0.7777777777777778
5025,knn,moons,0.4,10,2,31,0.7777777777777778,0.0,0.7777777777777778
5026,knn,moons,0.4,10,2,41,0.7777777777777778,0.0,0.7777777777777778
5027,knn,moons,0.4,10,2,51,0.7777777777777778,0.0,0.7777777777777778
5028,knn,moons,0.4,10,2,53,0.7777777777777778,0.0,0.7777777777777778
5029,knn,moons,0.4,10,2,55,0.7777777777777778,0.0,0.7777777777777778
5030,knn,moons,0.4,10,3,1,1.0,0.0,1.0
5031,knn,moons,0.4,10,3,3,0.7777777777777778,0.0,0.7777777777777778
5032,knn,moons,0.4,10,3,5,0.7777777777777778,0.0,0.7777777777777778
5033,knn,moons,0.4,10,3,11,0.7777777777777778,0.0,0.7777777777777778
5034,knn,moons,0.4,10,3,21,0.7777777777777778,0.0,0.7777777777777778
5035,knn,moons,0.4,10,3,31,0.7777777777777778,0.0,0.7777777777777778
5036,knn,moons,0.4,10,3,41,0.7777777777777778,0.0,0.7777777777777778
5037,knn,moons,0.4,10,3,51,0.7777777777777778,0.0,0.7777777777777778
5038,knn,moons,0.4,10,3,53,0.7777777777777778,0.0,0.7777777777777778
5039,knn,moons,0.4,10,3,55,0.7777777777777778,0.0,0.7777777777777778
5040,knn,moons,0.4,10,4,1,1.0,1.0,0.0
5041,knn,moons,0.4,10,4,3,0.8888888888888888,1.0,-0.11111111111111116
5042,knn,moons,0.4,10,4,5,0.6666666666666666,1.0,-0.33333333333333337
5043,knn,moons,0.4,10,4,11,0.6666666666666666,1.0,-0.33333333333333337
5044,knn,moons,0.4,10,4,21,0.6666666666666666,1.0,-0.33333333333333337
5045,knn,moons,0.4,10,4,31,0.6666666666666666,1.0,-0.33333333333333337
5046,knn,moons,0.4,10,4,41,0.6666666666666666,1.0,-0.33333333333333337
5047,knn,moons,0.4,10,4,51,0.6666666666666666,1.0,-0.33333333333333337
5048,knn,moons,0.4,10,4,53,0.6666666666666666,1.0,-0.33333333333333337
5049,knn,moons,0.4,10,4,55,0.6666666666666666,1.0,-0.33333333333333337
5050,knn,moons,0.4,10,5,1,1.0,0.0,1.0
5051,knn,moons,0.4,10,5,3,1.0,0.0,1.0
5052,knn,moons,0.4,10,5,5,0.7777777777777778,0.0,0.7777777777777778
5053,knn,moons,0.4,10,5,11,0.7777777777777778,0.0,0.7777777777777778
5054,knn,moons,0.4,10,5,21,0.7777777777777778,0.0,0.7777777777777778
5055,knn,moons,0.4,10,5,31,0.7777777777777778,0.0,0.7777777777777778
5056,knn,moons,0.4,10,5,41,0.7777777777777778,0.0,0.7777777777777778
5057,knn,moons,0.4,10,5,51,0.7777777777777778,0.0,0.7777777777777778
5058,knn,moons,0.4,10,5,53,0.7777777777777778,0.0,0.7777777777777778
5059,knn,moons,0.4,10,5,55,0.7777777777777778,0.0,0.7777777777777778
5060,knn,moons,0.4,10,6,1,1.0,1.0,0.0
5061,knn,moons,0.4,10,6,3,0.8888888888888888,1.0,-0.11111111111111116
5062,knn,moons,0.4,10,6,5,0.6666666666666666,1.0,-0.33333333333333337
5063,knn,moons,0.4,10,6,11,0.6666666666666666,1.0,-0.33333333333333337
5064,knn,moons,0.4,10,6,21,0.6666666666666666,1.0,-0.33333333333333337
5065,knn,moons,0.4,10,6,31,0.6666666666666666,1.0,-0.33333333333333337
5066,knn,moons,0.4,10,6,41,0.6666666666666666,1.0,-0.33333333333333337
5067,knn,moons,0.4,10,6,51,0.6666666666666666,1.0,-0.33333333333333337
5068,knn,moons,0.4,10,6,53,0.6666666666666666,1.0,-0.33333333333333337
5069,knn,moons,0.4,10,6,55,0.6666666666666666,1.0,-0.33333333333333337
5070,knn,moons,0.4,10,7,1,1.0,1.0,0.0
5071,knn,moons,0.4,10,7,3,0.8888888888888888,1.0,-0.11111111111111116
5072,knn,moons,0.4,10,7,5,0.7777777777777778,1.0,-0.2222222222222222
5073,knn,moons,0.4,10,7,11,0.6666666666666666,1.0,-0.33333333333333337
5074,knn,moons,0.4,10,7,21,0.6666666666666666,1.0,-0.33333333333333337
5075,knn,moons,0.4,10,7,31,0.6666666666666666,1.0,-0.33333333333333337
5076,knn,moons,0.4,10,7,41,0.6666666666666666,1.0,-0.33333333333333337
5077,knn,moons,0.4,10,7,51,0.6666666666666666,1.0,-0.33333333333333337
5078,knn,moons,0.4,10,7,53,0.6666666666666666,1.0,-0.33333333333333337
5079,knn,moons,0.4,10,7,55,0.6666666666666666,1.0,-0.33333333333333337
5080,knn,moons,0.4,10,8,1,1.0,1.0,0.0
5081,knn,moons,0.4,10,8,3,0.8888888888888888,1.0,-0.11111111111111116
5082,knn,moons,0.4,10,8,5,0.6666666666666666,1.0,-0.33333333333333337
5083,knn,moons,0.4,10,8,11,0.6666666666666666,1.0,-0.33333333333333337
5084,knn,moons,0.4,10,8,21,0.6666666666666666,1.0,-0.33333333333333337
5085,knn,moons,0.4,10,8,31,0.6666666666666666,1.0,-0.33333333333333337
5086,knn,moons,0.4,10,8,41,0.6666666666666666,1.0,-0.33333333333333337
5087,knn,moons,0.4,10,8,51,0.6666666666666666,1.0,-0.33333333333333337
5088,knn,moons,0.4,10,8,53,0.6666666666666666,1.0,-0.33333333333333337
5089,knn,moons,0.4,10,8,55,0.6666666666666666,1.0,-0.33333333333333337
5090,knn,moons,0.4,10,9,1,1.0,1.0,0.0
5091,knn,moons,0.4,10,9,3,0.8888888888888888,1.0,-0.11111111111111116
5092,knn,moons,0.4,10,9,5,0.5555555555555556,1.0,-0.4444444444444444
5093,knn,moons,0.4,10,9,11,0.6666666666666666,1.0,-0.33333333333333337
5094,knn,moons,0.4,10,9,21,0.6666666666666666,1.0,-0.33333333333333337
5095,knn,moons,0.4,10,9,31,0.6666666666666666,1.0,-0.33333333333333337
5096,knn,moons,0.4,10,9,41,0.6666666666666666,1.0,-0.33333333333333337
5097,knn,moons,0.4,10,9,51,0.6666666666666666,1.0,-0.33333333333333337
5098,knn,moons,0.4,10,9,53,0.6666666666666666,1.0,-0.33333333333333337
5099,knn,moons,0.4,10,9,55,0.6666666666666666,1.0,-0.33333333333333337
5100,knn,moons,0.4,50,0,1,1.0,0.6,0.4
5101,knn,moons,0.4,50,0,3,0.8666666666666667,0.6,0.2666666666666667
5102,knn,moons,0.4,50,0,5,0.8888888888888888,0.6,0.28888888888888886
5103,knn,moons,0.4,50,0,11,0.8,0.4,0.4
5104,knn,moons,0.4,50,0,21,0.8222222222222222,0.4,0.42222222222222217
5105,knn,moons,0.4,50,0,31,0.6444444444444445,0.6,0.04444444444444451
5106,knn,moons,0.4,50,0,41,0.6444444444444445,0.6,0.04444444444444451
5107,knn,moons,0.4,50,0,51,0.8444444444444444,0.4,0.4444444444444444
5108,knn,moons,0.4,50,0,53,0.8444444444444444,0.4,0.4444444444444444
5109,knn,moons,0.4,50,0,55,0.8444444444444444,0.4,0.4444444444444444
5110,knn,moons,0.4,50,1,1,1.0,1.0,0.0
5111,knn,moons,0.4,50,1,3,0.8444444444444444,1.0,-0.15555555555555556
5112,knn,moons,0.4,50,1,5,0.8444444444444444,1.0,-0.15555555555555556
5113,knn,moons,0.4,50,1,11,0.8222222222222222,1.0,-0.1777777777777778
5114,knn,moons,0.4,50,1,21,0.7777777777777778,1.0,-0.2222222222222222
5115,knn,moons,0.4,50,1,31,0.6888888888888889,0.8,-0.11111111111111116
5116,knn,moons,0.4,50,1,41,0.6222222222222222,0.8,-0.1777777777777778
5117,knn,moons,0.4,50,1,51,0.8222222222222222,1.0,-0.1777777777777778
5118,knn,moons,0.4,50,1,53,0.8222222222222222,1.0,-0.1777777777777778
5119,knn,moons,0.4,50,1,55,0.8222222222222222,1.0,-0.1777777777777778
5120,knn,moons,0.4,50,2,1,1.0,0.6,0.4
5121,knn,moons,0.4,50,2,3,0.8444444444444444,0.4,0.4444444444444444
5122,knn,moons,0.4,50,2,5,0.8666666666666667,0.8,0.06666666666666665
5123,knn,moons,0.4,50,2,11,0.8,0.8,0.0
5124,knn,moons,0.4,50,2,21,0.7777777777777778,0.6,0.1777777777777778
5125,knn,moons,0.4,50,2,31,0.6888888888888889,0.8,-0.11111111111111116
5126,knn,moons,0.4,50,2,41,0.6222222222222222,0.8,-0.1777777777777778
5127,knn,moons,0.4,50,2,51,0.8444444444444444,1.0,-0.15555555555555556
5128,knn,moons,0.4,50,2,53,0.8444444444444444,1.0,-0.15555555555555556
5129,knn,moons,0.4,50,2,55,0.8444444444444444,1.0,-0.15555555555555556
5130,knn,moons,0.4,50,3,1,1.0,0.8,0.19999999999999996
5131,knn,moons,0.4,50,3,3,0.8666666666666667,0.8,0.06666666666666665
5132,knn,moons,0.4,50,3,5,0.8888888888888888,0.8,0.0888888888888888
5133,knn,moons,0.4,50,3,11,0.7555555555555555,1.0,-0.24444444444444446
5134,knn,moons,0.4,50,3,21,0.7777777777777778,0.8,-0.022222222222222254
5135,knn,moons,0.4,50,3,31,0.6444444444444445,0.6,0.04444444444444451
5136,knn,moons,0.4,50,3,41,0.6444444444444445,0.6,0.04444444444444451
5137,knn,moons,0.4,50,3,51,0.7777777777777778,1.0,-0.2222222222222222
5138,knn,moons,0.4,50,3,53,0.7777777777777778,1.0,-0.2222222222222222
5139,knn,moons,0.4,50,3,55,0.7777777777777778,1.0,-0.2222222222222222
5140,knn,moons,0.4,50,4,1,1.0,0.6,0.4
5141,knn,moons,0.4,50,4,3,0.8444444444444444,0.8,0.0444444444444444
5142,knn,moons,0.4,50,4,5,0.8222222222222222,0.8,0.022222222222222143
5143,knn,moons,0.4,50,4,11,0.8,0.4,0.4
5144,knn,moons,0.4,50,4,21,0.8,0.6,0.20000000000000007
5145,knn,moons,0.4,50,4,31,0.6888888888888889,0.2,0.4888888888888889
5146,knn,moons,0.4,50,4,41,0.6888888888888889,0.2,0.4888888888888889
5147,knn,moons,0.4,50,4,51,0.8,0.4,0.4
5148,knn,moons,0.4,50,4,53,0.8,0.4,0.4
5149,knn,moons,0.4,50,4,55,0.8,0.4,0.4
5150,knn,moons,0.4,50,5,1,1.0,1.0,0.0
5151,knn,moons,0.4,50,5,3,0.8444444444444444,0.8,0.0444444444444444
5152,knn,moons,0.4,50,5,5,0.9111111111111111,0.8,0.11111111111111105
5153,knn,moons,0.4,50,5,11,0.8222222222222222,0.6,0.2222222222222222
5154,knn,moons,0.4,50,5,21,0.7777777777777778,0.6,0.1777777777777778
5155,knn,moons,0.4,50,5,31,0.7777777777777778,0.8,-0.022222222222222254
5156,knn,moons,0.4,50,5,41,0.6,1.0,-0.4
5157,knn,moons,0.4,50,5,51,0.8222222222222222,0.8,0.022222222222222143
5158,knn,moons,0.4,50,5,53,0.8222222222222222,0.8,0.022222222222222143
5159,knn,moons,0.4,50,5,55,0.8222222222222222,0.8,0.022222222222222143
5160,knn,moons,0.4,50,6,1,1.0,0.8,0.19999999999999996
5161,knn,moons,0.4,50,6,3,0.8444444444444444,0.8,0.0444444444444444
5162,knn,moons,0.4,50,6,5,0.8666666666666667,0.6,0.2666666666666667
5163,knn,moons,0.4,50,6,11,0.8666666666666667,0.8,0.06666666666666665
5164,knn,moons,0.4,50,6,21,0.7777777777777778,0.8,-0.022222222222222254
5165,knn,moons,0.4,50,6,31,0.6444444444444445,0.6,0.04444444444444451
5166,knn,moons,0.4,50,6,41,0.6444444444444445,0.6,0.04444444444444451
5167,knn,moons,0.4,50,6,51,0.8444444444444444,0.6,0.24444444444444446
5168,knn,moons,0.4,50,6,53,0.8444444444444444,0.6,0.24444444444444446
5169,knn,moons,0.4,50,6,55,0.8444444444444444,0.6,0.24444444444444446
5170,knn,moons,0.4,50,7,1,1.0,0.6,0.4
5171,knn,moons,0.4,50,7,3,0.8888888888888888,0.6,0.28888888888888886
5172,knn,moons,0.4,50,7,5,0.8888888888888888,0.6,0.28888888888888886
5173,knn,moons,0.4,50,7,11,0.8222222222222222,0.6,0.2222222222222222
5174,knn,moons,0.4,50,7,21,0.8,0.6,0.20000000000000007
5175,knn,moons,0.4,50,7,31,0.6666666666666666,0.4,0.2666666666666666
5176,knn,moons,0.4,50,7,41,0.6666666666666666,0.4,0.2666666666666666
5177,knn,moons,0.4,50,7,51,0.8222222222222222,0.6,0.2222222222222222
5178,knn,moons,0.4,50,7,53,0.8222222222222222,0.6,0.2222222222222222
5179,knn,moons,0.4,50,7,55,0.8222222222222222,0.6,0.2222222222222222
5180,knn,moons,0.4,50,8,1,1.0,0.6,0.4
5181,knn,moons,0.4,50,8,3,0.8888888888888888,0.6,0.28888888888888886
5182,knn,moons,0.4,50,8,5,0.8444444444444444,0.8,0.0444444444444444
5183,knn,moons,0.4,50,8,11,0.8666666666666667,0.8,0.06666666666666665
5184,knn,moons,0.4,50,8,21,0.7555555555555555,1.0,-0.24444444444444446
5185,knn,moons,0.4,50,8,31,0.6888888888888889,0.8,-0.11111111111111116
5186,knn,moons,0.4,50,8,41,0.6222222222222222,0.8,-0.1777777777777778
5187,knn,moons,0.4,50,8,51,0.8666666666666667,0.8,0.06666666666666665
5188,knn,moons,0.4,50,8,53,0.8666666666666667,0.8,0.06666666666666665
5189,knn,moons,0.4,50,8,55,0.8666666666666667,0.8,0.06666666666666665
5190,knn,moons,0.4,50,9,1,1.0,0.8,0.19999999999999996
5191,knn,moons,0.4,50,9,3,0.8666666666666667,0.8,0.06666666666666665
5192,knn,moons,0.4,50,9,5,0.8666666666666667,1.0,-0.1333333333333333
5193,knn,moons,0.4,50,9,11,0.8,0.8,0.0
